,Content,Important
211,"Jeff, lets try to get consensus in how the east desk might work and then 
discuss next steps at that point.

thanks

Regards
Delainey
---------------------- Forwarded by David W Delainey/HOU/ECT on 06/20/2000 
09:40 AM ---------------------------
   
	
	
	From:  Jeffrey A Shankman                           06/20/2000 08:36 AM
	

To: David W Delainey/HOU/ECT@ECT
cc:  
Subject: 

Dave,

I know you want to have a meeting about the east desk as a follow up to last 
weeks meeting.  Do you think it would be helpful for me to have this 
replicated for all desks for one meeting?  Or do you want just 1 
presentation, and I will manage the rest of the rollout to the other desks? 

Thanks.  Jeff
",1.0
212,"Okay.



	Stacy E Dickson
	03/12/2001 01:29 PM
		
		 To: Dan J Hyvl/HOU/ECT@ECT
		 cc: 
		 Subject: Re: Fw: Not the sharpest knives in the drawer

Please limit your use of e-mail to work purposes only!
",0.0
213," To path a buyback {MOP; Supply List}  with an existing Market Deal 
{typically baseload} please follow these steps:
  
 Theory # 1:   Example; Supply Deal = 5.0/d  & Market Deal = 5.0/d
 
  1.) Attach the Supply Deal with the Market Deal to establish a ""buy/sell""  
path list contract  oppose to a transport contract.

  2.) Path the transaction on the ""buy/sell"" { or broker the deal}  contract.
 
  3.) This process is applicable only if the Supply Deal and the Market Deal 
are the same quantity.
 
  4.) This example will yield a net zero activity in POP.
  
 Theory # 2:  Example ;   Supply Deal = 7.0/d  &  Market Deal = 10.0/d
 
  1)  Follow  steps 1 & 2 in Theory # 1.
 
  2.) Additionally, create a service transportation contract {i.e. K-215}  in 
the path list.
 
  2.) Path 7.0 on the ""buy/sell"" path list contract and  10.0  on the 
transport {i.e. K-215} contract.
  
 This procedure will eliminate  an out-of-balance in MOP for both the ""Supply 
Deal and the Market Deal""  and send 3.0  to POP via x-port K-215.
 
 Note:  Never path a buyback {Supply Deal}  using a receipt transport contact 
and the{ Market Deal}  using  a  delivery transport contract.
  
  POP's should only  reflect  the ""net"" on these two transactions {buyback 
and baseload deal}.   ",0.0
214,"---------------------- Forwarded by Judy Townsend/HOU/ECT on 02/07/2000 10:37 
AM ---------------------------
   
	Enron North America Corp.
	
	From:  Rebecca W Cantrell                           01/10/2000 03:27 PM
	

To: John Hodge/Corp/Enron@ENRON, Judy Townsend/HOU/ECT@ECT, Katherine L 
Kelly/HOU/ECT@ECT, Scott Neal/HOU/ECT@ECT, Barend VanderHorst/HOU/EES@EES, 
Carrie Hollomon/HOU/ECT@ect, Robert Superty/HOU/ECT@ECT, Colleen 
Sullivan/HOU/ECT@ECT
cc:  
Subject: New CNG Facilities to Replace Tennessee Agreement



CNG TRANSMISSION FILES APPLICATION FOR CERTIFICATE TO BUILD NEW PIPELINE AND
COMPRESSION FACILITIES AS SUBSTITUTE FOR TENNESSEE'S LOOP SERVICE 
  
01/06/2000 
Foster Natural Gas Report 
7 
(c) Copyright 2000, Foster Associates, Inc. 

On December 29 CNG Transmission Corp. (CP00-64) submitted a certificate 
application to FERC
requesting authorization to construct facilities in Pennsylvania and New York 
in order to substitute its own
transportation capacity for market area service entitlements that CNG 
currently holds on Tennessee Gas
Pipeline Co. pursuant to terms of an expiring contract. CNG's contract with 
Tennessee has a primary term
until 11/1/2000 with a one-year notification requirement to terminate. Acting 
quickly on terms of a
settlement (RP00-15) approved by the Commission on 12/21/99, which capped 
CNG's upstream costs
and freed CNG to build its own facilities to replace capacity currently 
purchased from Tennessee, CNG
proposes to construct approximately 13 miles of 30-inch pipeline (TL474x2), a 
loop of its existing pipeline
in Armstrong County, Pennsylvania; to install approximately 13,250 horsepower 
of additional compression
in three Pennsylvania counties and approximately 7,000 hp of compression at 
Brookman Corners Station,
in Montgomery County, New York; to construct and operate approximately 800 
feet of 30-inch pipeline,
known as the Connector Line (TL-510), between TL-474x2 and lines LN-26 and 
LN-380 in Armstrong
County; and to abandon approximately 12.9 miles of a 12-inch diameter 
pipeline in Armstrong County
known as LN-9 (CNG's existing parallel pipeline, LN-19, purportedly is 
sufficient to maintain existing
services to the markets served by this part of CNG's system). These 
facilities are designed to re-create
south-to-north delivery capacity on the CNG system to substitute for looping 
service that has been
purchased from Tennessee.

In support, CNG claims, first, its proposal results in near-term and 
long-term savings to its existing firm
service customers, without degrading service. Second, by not requiring 
assignees to maintain firm
upstream entitlements to service on the Tennessee system, the project will 
reduce the fixed cost burden for
consumers downstream of CNG's LDC customers. Third, CNG's proposal eases the 
constraint for
deliveries on CNG's system from southern receipt points to northern delivery 
points, across the Valley Gate
Junction located in central Pennsylvania. CNG, thus, will be able to 
eliminate its ""standing must-flow""
operational flow order. After placing the proposed facilities in service, CNG 
will modify its tariff to eliminate
the requirement that customers with ""North of Valley"" receipt points -- 
primarily CNG's interconnection with
Transcontinental Gas Pipe Line Corp. at Leidy, Pennsylvania -- can be 
directed to use their capacity to
tender quantities of gas to CNG throughout the Winter Period. Fourth, the 
proposed construction will
enable CNG to meet its existing market commitments. During the first three 
years after the projected
in-service date of this project, less than 15% of CNG's firm transportation 
capacity will be eligible to expire.
Fifth, to the extent that markets can be served in the future either by CNG's 
own facilities or by the
turned-back capacity that Tennessee accrues in its Zones 3 through 5, the CNG 
construction presents a
competitive alternative. 

Background: CNG's long-haul contract with Tennessee provides for delivery of 
natural gas from the Gulf of
Mexico, plus reliance on an operational loop of CNG's system, operated by 
Tennessee, that allows CNG to
offer more storage and transportation capacity than CNG could provide on its 
own. In the aftermath of
Order No. 636, however, CNG unbundled its storage and transportation services 
and exited the merchant
function. CNG, which no longer required a significant portion of the 
Tennessee capacity from the Gulf to
Tennessee's interconnections with CNG in Tennessee Zone 3, agreed to assign 
its upstream capacity on
Tennessee from the production area to a Zone 3 transfer point (South 
Webster), while retaining the
capacity from South Webster to delivery points interconnecting with CNG in 
Tennessee Zones 4 and 5 to
facilitate dispatching and no-notice service to CNG's customers.

In conjunction with CNG's restructuring settlement, one transaction on the 
Tennessee system thus was
separated into two parts, with CNG and its assignees paying Tennessee 
reservation and usage charges
for the capacity as if Tennessee had a single customer from the Gulf to the 
market area. Tennessee
charged CNG's converting customers the applicable Zone 3 delivery rate for 
transporting gas from Zones 0
and 1 to West Virginia and the South Webster transfer point. CNG, in turn, is 
charged an incremental rate
for transporting gas from South Webster to CNG's delivery points in Zone 4 
and 5, determined by
subtracting the maximum reservation and usage rates applicable to Tennessee's 
Zone 3 (including
applicable surcharges) from the maximum reservation and usage rates 
(including surcharges) for the haul
rate from the Gulf to either Zone 4 or 5. The incremental rate is 
approximately one-third of Tennessee's
maximum tariff rates for Rate Schedule FT-A service from Zones 3 to 5 or 
Zones 4 to 5, respectively.

In negotiations to examine the fate of the expiring contract, Tennessee 
conveyed to CNG that, in order to
preserve revenue neutrality, the assigned upstream contract that feeds the 
CNG/Tennessee market
contract (No. 3919) must match exactly the maximum daily quantity (MDQ) of 
the downstream contract. Any
mismatched quantities will be priced to CNG at Tennessee's maximum tariff 
rates for FT-A service. Unless
CNG were to require all assignees to continue to hold upstream capacity on 
the Tennessee system,
therefore, CNG would no longer qualify for the incremental rate on Tennessee 
on the mismatched capacity
retained by CNG. Meanwhile, as CNG's assignees have elected to turn back 
upstream Tennessee
capacity, CNG's costs would go up unless CNG chooses to turn back an equal 
quantity of service
downstream of South Webster. The cost increase on CNG to its customers, if 
all assignees turned back,
would be approximately $27 million per year.

CNG notified Tennessee on November 1 that it will extend only a portion of 
its current contract for a
one-year period in order to accommodate a new CNG construction schedule. The 
initial termination dates
for CNG's customers' upstream contracts (all assigned from CNG's original 
contract with Tennessee) were
the same. Absent the termination notice, the contract provides for an 
automatic extension for a primary
term of five years.

Proposal to Build Facilities: Given the circumstances, CNG proposes to build 
the facilities needed to serve
its existing market without having to rely on Tennessee for the traditional 
looping service provided under
this contract. Thus, CNG's customers would avoid the anticipated Tennessee 
cost increase that would
result if CNG renewed the contract at Tennessee's maximum rates. Instead, 
CNG's customers will
experience an annual cost decrease as a result when compared to the 
transportation costs approved by
the Commission in CNG's Docket TMOO-1.

CNG proposes to roll the costs of this project into CNG's general system 
transportation rates. Such
treatment, the applicant argued, is supported by the projected cost decrease 
to existing customers as well
as by the system-wide benefits that will result. The benefits outweigh any 
adverse impacts on the affected
interests, as examined pursuant to FERC's policy (PL99-3). No subsidies exist 
under the circumstances,
as the facilities actually will prevent a cost increase to existing 
customers. The proposed construction ""also
makes certain cost reductions possible for all of the CNG customers that took 
assignment of upstream firm
services on Tennessee during CNG's restructuring proceeding . . . ."" 
Accordingly, CNG has met the
Commission's policy threshold requirement to establish that its project 
satisfies the public convenience
and necessity standard.

Pursuant to the Transportation Cost Recovery Adjustment (TCRA) terms in the 
settlement approved by the
Commission on December 21, CNG will continue to collect its TCRA at agreed 
levels, a specified portion
of which will be attributed to the costs of the project. The annual cost of 
this project to CNG's firm
transportation customers will be $19.8 million, which corresponds to the 
incremental payment that CNG
had been making to Tennessee for Zones 3-4 and 3-5 firm transportation 
services through the TCRA.

CNG related that turnbacks are due to state retail unbundling initiatives 
that reduce the LDCs' need to
maintain pipeline capacity in support of a merchant role. In addition, 
increased liquidity in the commodity
market, largely because of Commission policies supporting market centers, has 
increased opportunities
to purchase gas in the market area. These developments, coupled with the 
potential for significant
fixed-cost savings, motivated CNG's assignees to want to terminate upstream 
capacity contracts.
Therefore, while CNG could have required its assignees to maintain upstream 
Tennessee capacity, the
proposed construction offers a more effective long-term mechanism to enable 
CNG to manage the risk of
future cost increases for its customers.

The applicant said a recognized potential adverse impact on the captive 
customers of Tennessee (who
might face cost shifting) is outweighed by the public benefits of CNG's 
proposal. Moreover, Tennessee
need re-market only a portion of the former CNG market-area capacity in order 
to recoup CNG's
contribution to Tennessee's revenue requirement. Tennessee also has expressed 
confidence in its ability
to secure markets for this newly available capacity.

In order to avoid unnecessary construction, CNG indicated it conducted a 
reverse open season for two
weeks during October, 1999, in which CNG solicited customer interest in 
turning back firm service
entitlements through an announcement on its electronic bulletin board. No 
customer sought to turn back
service entitlements in support of the proposed project. To address potential 
landowner concerns, CNG
plans to construct this pipeline adjacent to an existing natural gas pipeline 
right-of-way, for which CNG
already holds easement agreements. CNG has also directly contacted each 
affected landowner and
secured landowner authorization to conduct both engineering and environmental 
studies on 100% of the
proposed right-of-way. 


______________________________________________________________________ 
Copyright (c) 2000 Dow Jones & Company, Inc. All Rights Reserved 
",0.0
215,"---------------------- Forwarded by Kurt Anderson/EWC/Enron on 04/29/2002 
04:02 PM ---------------------------


Mark V Walker
01/30/2002 03:03 PM
To: Kurt Anderson/EWC/Enron@ENRON
cc:  

Subject: Revised comment, that you found unclear, for greater clarity. No 
other changes.


",0.0
216,"Dear All,

So far the only information that I have received is that we are members of:
International Petroleum Exchange
Amsterdam Power Exchange  N.V. (APX)
Spanish Pool (Mercadeo de electricidad - Omel).
and
UK Pool

However as you can see from the email from Tana Jones attached at the bottom 
this does not complete all the information she needs. Can anyone provide any 
further information, if not please can you let me alternative sources.  

Many thanks
Lorna
---------------------- Forwarded by Lorna Jones/LON/ECT on 08/05/2000 11:48 
---------------------------


Lorna Jones
03/05/2000 14:17
To: Annette Schneider/LON/ECT@ECT, Debbie Nicholls/LON/ECT@ECT, Christopher 
Ware/LON/ECT@ECT
cc: Tana Jones/HOU/ECT@ECT 

Subject: Exchanges

Is anyone able to provide any further information?
Kind regards
Lorna
---------------------- Forwarded by Lorna Jones/LON/ECT on 03/05/2000 14:18 
---------------------------


Lorna Jones
20/04/2000 11:40
To: Annette Schneider/LON/ECT@ECT, Debbie Nicholls/LON/ECT@ECT, Christopher 
Ware/LON/ECT@ECT
cc:  

Subject: Exchanges

Dear All,
Many thanks for your responses, however I would greatly appreciate some more 
information.  I attach the email that was sent to me last week requesting the 
information and hope this provides an adequate guide.
Many thanks and have a great Easter break
Lorna


   
	Enron North America Corp.
	
	From:  Tana Jones                           03/23/2000 11:12 AM
	

To: Edmund Cooper/LON/ECT@ECT, David 
Minns/ENRON_DEVELOPMENT@ENRON_DEVELOPMENT, Matthias Lee/SIN/ECT@ECT
cc: Mark Taylor/HOU/ECT@ECT 
Subject: Need Information for Audit

In connection with an internal audit regarding the safekeeping of margin 
funds and securities, Enron Corp. has asked us to provide them with a list of 
all the exchanges we trade on, what rules govern those exchanges and the 
products we trade on them (in particular the clearing arrangements), and any 
rules that govern brokers we may maintain funds or cash with.  This should 
include all the products we may trade/hedge over an exchange including energy 
commodities, interest rates, currencies, equities, etc.

Can you please provide this information no later than Friday of next week.  
Much thanks!








",0.0
217,"Barbara, here is the document I discussed concerning some of the Chicago 
stuff.  Jeff, I don't know if you have received this from Gregg all ready.

Kay
---------------------- Forwarded by Kay Mann/Corp/Enron on 10/21/2000 12:34 
PM ---------------------------
   
	
	
	From:  Gregg Penman                           10/13/2000 02:19 PM
	

To: David W Delainey/HOU/ECT@ECT, t.patrick@pecorp.com
cc: Janet R Dietrich/HOU/ECT@ECT, w.morrow@pecorp.com, j.luebbers@pecorp.com, 
Laura Luce/Corp/Enron@Enron, Richard Tomaski/Corp/Enron@Enron, 
t.hermann@pecorp.com (bcc: Kay Mann/Corp/Enron)

Subject: enovate update

Attached is the weekly status update for the business setup of enovate.  
There are no significant updates to last week's report.   Please call me with 
any questions.

Gregg



",1.0
218,"The attached file contains our daily volume requirements for  4/12  and  the
following day(s) as listed .    There are three  worksheets labelled as
follows:

'Total Reqs':  Contains the volumes that CES is requesting from Enron at each
of the delivery points and dates indicated in the columns labelled ""NOM"".   
The
Enron schedulers will want to check this sheet to see how much gas is needed 
at
a specific point.   The AGL volumes are not timely and should be ignored until
further notice.    CES schedulers note:  the attached file is archived on
P:\Energy Ops\Enron\April_00\Daily\ *.xls, so you don't have to save a
duplicate copy elsewhere on the network.
'Daily Change' :  shows the change (increase +/decrease -) in the daily volume
needed from Enron at the designated citygate delivery point relative to the
supply volumes arranged previously with Enron prior to the current date.  For
the current gas day, the change is an intra-day change and is calculated using
the previous day's volume request for the current day (e.g., If the current 
gas
day is 3/28, then the change is computed with respect to the 3/27 request for
3/28.  Note that this procedure assumes that the prior day supply change was 
in
fact effectuated).  For tomorrow's gas day and any subsequent ones shown, the
change is computed as the latest Dth Nomination requirement less the
First-of-the-month supply volume plus or minus any adjustments made since the
first-of-the-month to the FOM supply for the (future) days shown.  (e.g., If
today is 3/28, then the change for 3/29, 3/30, etc. is computed with respect 
to
the first-of-the-month volumes for those days adjusted for any additional
purchases or sell-backs since the first-of-the-month thru 3/27.)   This sheet
should be useful in determining prices for daily changes in gas volumes that 
we
take or turn back.   The column labelled ""ENA Daily Swing +/- vs FOM volume'
shows the absolute magnitude of the daily swings allowed by ENA at
pre-specified prices.  Prices for Swing volumes exceeding these magnitudes or
for swings at delivery points without pre-specified pricing must be 
negotiated.
'TCO Storage':  Shows the daily swings taken by CES on its (paper) storage
injection for the month.    Daily swings on TCO storage may be used to meet
some or all of the daily swings at delivery points off TCO as shown in the
""Daily Change' worksheet.    Note that this worksheet is omitted pending
resolution of issues related to TCO storage.










Doug Kinney
Ph:  703-561-6339
Fax:  703-561-7317

 - 04-12-00 Daily VolsAM.xls",0.0
219,"Some initial reactions to your questions...

The implied enterprise value at June 30 based on PPE/ENA's net purchase price 
and outstanding project-level debt was $1,457/kW; this value reflects 
fully-contracted cash flow under the terms of the existing PPA.  As a pure 
merchant plant, the value might range from $50/kW (i.e., the ""scrap value"" 
based on a view that the margins realized from running the plant are 
insufficient to warrant keeping the doors open) to $350/kW (based on a view 
that the plant runs 7x24 and achieves prices at levels forecasted by Pace 
Global Energy (Pace) in a study that we had completed to facilitate 
commercial discussions with Brazos earlier this year).

The attached slide will give you a feel for where PPA prices are relative to 
market prices, again using Pace's numbers to illustrate ""market"".  ENA's 
ERCOT 7x24 curve is probably higher at the front end and lower on the back 
end than what we see from Pace, reflecting (1) at the front end, what we're 
seeing in today's gas forward markets (i.e., higher prices than Pace predicts 
from an ""econometrics"" point of view) and (2) at the back end, lower overall 
inflation.  In general, I think it's safe to say that we see the spread 
between PPA and market prices widening, especially in light of the fact that 
current gas market conditions narrow the spread considerably during the 
period of time in which a Brazos breach is most likely.

Based on the facilitation material we've seen, it appears that Brazos will 
argue that its staff was lead to believe that Tenaska IV would earn no more 
than 20% return on equity.  However, we've always viewed this as a somewhat 
disingenuous line of argument because Brazos has gone on public record as 
saying that it looked at a number of competing solutions to meet its members' 
needs and chose the least cost alternative in contracting with Tenaska IV.  
In fact, the all-in price projections we've seen in correspondence between 
Tenaska IV and Brazos in the contracting process appear to be in line with 
actual results.  To the extent the project has earned a return in excess of 
20%, this can generally be attributed to the cost savings realized in 
construction and strict enforcement of the contract.  It's also important to 
note that Tenaska IV took on all of the development risk in this project; it 
could have easily underbudgeted costs and found itself earning significantly 
less.

See the historical perspective that follows the forward projections contained 
in the attached.  We generally agree that Brazos has not been harmed by the 
current contract to date, but is in an above-market contract on a going 
forward basis.

Brazos appears to have three options at the end of the primary term (1) walk 
away, (2) purchase the plant for PV5 of future capacity payments, or (3) live 
with the contract by paying scheduled contract prices (i.e., capacity charges 
and gas agency fees) plus operating costs.  If Brazos selects options (2) or 
(3), Tenaska IV has certain ""put-back"" rights, but the plant is generally 
Brazos' for the taking.  These provisions of the PPA should yield prices that 
are below prevailing market prices in most years (i.e., other than those in 
which major maintenance will occur) as illustrated in the attached.  
Accordingly, we view the contract as more of an ""accelerated payment plant"" 
that front end loads capital recovery to Tenaska IV.  Patton Boggs' argument 
puts a new ""spin"" on the contract structure, one that we've not heard up to 
this point.

If you have any questions or need additional information, please call me at 
713-853-6027.

Rick Hill
Generation Investments Group





---------------------- Forwarded by Garrick Hill/HOU/ECT on 11/07/2000 03:01 
PM ---------------------------


Dan Lyons
11/07/2000 11:00 AM
To: Garrick Hill/HOU/ECT@ECT
cc:  
Subject: Brazos

More Grist
----- Forwarded by Dan Lyons/HOU/ECT on 11/07/2000 10:59 AM -----

	""Harvin, David"" <dharvin@velaw.com>
	11/06/2000 02:58 PM
		 
		 To: ""Lyons, Dan (Enron)"" <dan.lyons@enron.com>, ""Richard Sanders (E-mail)"" 
<richard.b.sanders@enron.com>
		 cc: ""Stern, Karl"" <kstern@velaw.com>, ""Thomas J. Moore (E-mail)"" 
<TMOORE@LLGM.COM>
		 Subject: Brazos


There are some factual assertions in Brazos' memo that caught my eye.  I
wondered what information we have on these points:

1) at the bottom of p. 2 is a reference to a March 10, 1994 memo in which
someone claimed Tenaska planned to develop this site irrespective of Brazos.
The suggestion is that Tenaska would have an adequate remedy by selling
power elsewhere.  What is our reaction to that?

2) at the bottom of p. 5 is an assertion that we must be predicting that the
difference between market and contract prices will increase over time.  Is
that our position?  If we apply a contract v. market measure, I know we seek
to base the contract portion on the escalated contract prices, but what do
we use for market?  (Their piece of course does not address what is the
market.)

3)  in the middle of p. 6 is the claim that representations were made to
Brazos that Tenaska would earn a modest profit under the PPA.  Do we know
what that refers to?

4) at the bottom of p. 6 is a statement that under present market conditions
Brazos cannot even exercise this buyout option (presumably because its
payments under the PPA do not cause Brazos to be non-competitive).  That is
interesting.  If so, what is Brazos's complaint?

5) at the bottom of p. 7 is a claim that the option period was designed as
an alternative to Brazos's owning the plant at the end of the primary term.
What do we know about that?   What would be the effect of the pricing in the
renewal term?


          ++++++CONFIDENTIALITY NOTICE+++++
The information in this email may be confidential and/or privileged.  This
email is intended to be reviewed by only the individual or organization
named above.  If you are not the intended recipient or an authorized
representative of the intended recipient, you are hereby notified that any
review, dissemination or copying of this email and its attachments, if any,
or the information contained herein is prohibited.  If you have received
this email in error, please immediately notify the sender by return email
and delete this email from your system.  Thank You

",1.0
220,"No.  We have reallocated some of the responsibilities, but Cindy has a 
significant part of the HR organization and continues to manage Community 
Relations, so her title is accurate.  Thanks


From: Kelly Johnson/ENRON@enronXgate on 07/19/2001 01:06 PM

To: Steven J Kean/NA/Enron@Enron

cc:  

Subject: RE: ENE Officer Elections

Thanks, Steve. Do we need to change Cindy Olson's title? Let me know.

 -----Original Message-----
From:  Kean, Steven  
Sent: Thursday, July 19, 2001 1:03 PM
To: Johnson, Kelly
Subject: Re: ENE Officer Elections

We should include David Oxley -- VP of human resources.


From: Kelly Johnson/ENRON@enronXgate on 07/18/2001 11:13 AM

To: Steven J Kean/NA/Enron@Enron

cc: Maureen McVicker/NA/Enron@Enron 

Subject: ENE Officer Elections

Steve:

Please review the attached ENE Officer list for your direct reports and 
approve.

Thank you.

 << File: KEAN.doc >> 

Kelly M. Johnson
Enron Corp.
Executive Assistant
Tel: (713) 853-6485
Fax: (713) 853-2534
E-Mail: kelly.johnson@enron.com





",1.0
221,"[IMAGE]
  [IMAGE]  [IMAGE]  [IMAGE]    [IMAGE]   [IMAGE]   [IMAGE] [IMAGE] =09[IMAG=
E]=09[IMAGE]=09[IMAGE] [IMAGE] [IMAGE]=09


=09[IMAGE]=09[IMAGE]=09[IMAGE]  Dear Geof,  It's May, spring is in the air,=
 and business school admission letters continue to be sent  around the glob=
e! Many of you are faced with some exciting but difficult decisions for fal=
l.  Others are looking to improve your chances for next year, and even more=
 of you are just  getting started preparing to apply to business school nex=
t year. Here are some things to  consider, depending on where you are in th=
e cycle.  =09
 [IMAGE] [IMAGE] Getting started   [IMAGE] [IMAGE] [IMAGE] [IMAGE] Decision=
 making   [IMAGE] [IMAGE] [IMAGE] [IMAGE] Improving your chances   [IMAGE] =
[IMAGE] [IMAGE] [IMAGE] MBA Loans   [IMAGE] [IMAGE] [IMAGE] [IMAGE] Foreign=
 Transcript Evalution   [IMAGE] [IMAGE] [IMAGE] [IMAGE] What's New   [IMAGE=
] [IMAGE] [IMAGE]   [IMAGE] [IMAGE] [IMAGE]   [IMAGE] [IMAGE]  [IMAGE] [IMA=
GE] This newsletter is brought to you by these Embark partner schools:  [IM=
AGE] [IMAGE] [IMAGE] [IMAGE] [IMAGE] [IMAGE]   [IMAGE]   [IMAGE]   [IMAGE] =
  Click on the school's logo for  more information.  [IMAGE]  [IMAGE]   [IM=
AGE] =09[IMAGE]=09=09[IMAGE]  [IMAGE]  Getting started [IMAGE] Just getting=
 started with your  research? You have come to the right place.  Embark.com=
  offers several easy  steps to start the process of applying for an MBA pr=
ogram. It's not too early to start!  Find your ideal program by doing a  Ma=
tchmaker Search   Who knows, you might even  Get Recruited . Fill out an on=
line survey and find out which programs are interested in you.  Wherever yo=
u are in your process, Embark is here to help!  [IMAGE] [IMAGE]  [IMAGE]  D=
ecision making - How to juggle your options [IMAGE] You may have heard of t=
he 3 C's of  marketing. This month we propose the 3 C's of deciding on a bu=
siness school: Curriculum,  Culture and Cost - consider all three when maki=
ng your final decision about where you  will matriculate next fall.  Curric=
ulum: Do the school's objectives meet yours as a student? Are the school's =
 professors teaching in such a way that complements your learning style? Ar=
e the  certificates or majors that are offered in sync with your career goa=
ls? Are you free to  take electives to get what you want out of business sc=
hool? Hit the schools' websites  here  to read up on the  differences.  Cul=
ture: The best way to understand a school's culture is to visit. Not an opt=
ion?  Try connecting with current students to learn first hand what it's li=
ke to be a student.  Ask about clubs, student involvement in decision-makin=
g, classroom dynamics, and even  what people do on Friday nights. These ans=
wers will be clues for understanding the culture.  Cost: Your first exercis=
e as an admitted student: perform a cost-benefit  analysis to determine if =
the benefits you gain from business school outweigh the price  tag of atten=
ding. Don't forget to include the opportunity cost of not working in your  =
calculation. Public vs. private, international vs. domestic, cost of living=
 by city...  there are numerous inputs to this equation so don't forget to =
think about the costs  before making your final decision to go!  [IMAGE] [I=
MAGE]  [IMAGE]  [IMAGE] Improving your chances for next year [IMAGE] Well, =
maybe things didn't work out  quite as you had hoped. Applications are up t=
his year and you may be among the many who  didn't get into your first choi=
ce school. If you were admitted to a program but it's not  the program of y=
our choice, consider deferring your admission. Then, put in the time over  =
the next few months to really improve your application:   Contact the admis=
sions office and set up an appointment to review your application  over the=
 summer. Many schools offer this service and will give you feedback on beco=
ming a  better applicant.  Learn whether or not there is a special applicat=
ion for students who are reapplying.  It may be simpler the second time aro=
und.  Retake your GMAT.  Free practice tests   are available through Embark=
.   Make a difference. Improve your application by showing a promotion at w=
ork, by taking a  leadership position in a volunteer organization, or by st=
rengthening your application in  some significant way.  [IMAGE] [IMAGE]  [I=
MAGE]  [IMAGE] MBA Loans [IMAGE] The MBA LOANS Program from our  partners a=
t wiredscholar offers low-cost loans for your graduate business studies. Un=
der  this program, you can apply through a single lender for both a Federal=
 Stafford loan and  a private Tuition Loan Program (TLP) loan, making the a=
pplication process faster and  easier.  Learn all the details  here .  [IMA=
GE] [IMAGE]  [IMAGE]  [IMAGE] Transcript help! [IMAGE] Do you have  transcr=
ipts from foreign institutions? Get them evaluated  today !  You'll need to=
 have your transcripts evaluated for admission and transfer credit. Hundred=
s  of US colleges and universities rely on WESevaluations to help them make=
 admissions and  transfer credit decisions. AWES evaluation report clearly =
and accurately describes each  certificate,diploma or degree you have earne=
d and specifies its US equivalent.  WES evaluations help you gain full reco=
gnition of your academic achievements,and the  service is fast and affordab=
le.  Click here  for more information.  Wishing you a happy Spring!  Embark=
  [IMAGE] [IMAGE]  [IMAGE]  [IMAGE] What's New? [IMAGE] To make sure you re=
ceive the  most relevant information from Embark, update your Profile by fo=
llowing these steps:     Click here .  Log in using your email address and =
Password.  Click on the ""Update Account"" link in the upper right hand part =
of the page.  Make any updates or changes.  Click on ""continue"" and you're =
done!    [IMAGE] [IMAGE]=09


[IMAGE]=09RESEARCH  =09PREPARE  =09APPLY  =09FINANCE  =09GET READY  =09[IMA=
GE]=09


[IMAGE]=09If you received this newsletter in  error, or would like to be re=
moved from the Embark mailing list, please reply to this email  and type UN=
SUBSCRIBE as the subject line of your email reply. Removal from this newsle=
tter is  automated, therefore following these instructions is imperative.=
=09[IMAGE]=09
",0.0
222,"John Lavorato-M

Mike Grigsby-D
Keith Holst-D
Frank Ermis-D
Steve South-D
Janie Tholt-D

Scott Neal-P
Hunter Shively-P
Tom Martin-P
John Arnold-P",0.0
223,"CALENDAR ENTRY:	APPOINTMENT

Description:
	Tammy Hopkins/GISB ETS Update Mtg. in conference room 47C1

Date:		11/27/2000
Time:		3:00 PM - 4:00 PM (Central Standard Time)

Chairperson:	Outlook Migration Team

Detailed Description:",0.0
224,"FYI.  Oregon's delay will be 5 months.  I'll take a look at the other 
provisions of the bill once it is available in engrossed format.  



-----Original Message-----
From: Finlayson, Cindy 
Sent: Sunday, July 01, 2001 2:53 PM
To: Lesh, Pamela; Kuns, Doug; DUDLEY, JAY; Barnes, Jim; Piro, Jim;
HAGER, PATRICK; Dahlgren, Randy; MILLER, FRED; Vanbossuyt, Dave;
wiz.ixgate.Mike
Cc: Kaufman, Paul; HQ1.EM2.Scott Simms; wiz.ixgate.klmconsulting
Subject: Good News!! Let's hear it for the 5 mo. delay!!


Expires After: 11/12/2001 23:00

HB 3633 (mo. delay) was concurred by the House with a 53 yes to 6 no vote!!  A
huge thanks goes to Rep. Jim Hill who helped us get our 5 mo. delay and has
been there for us through out the session.  This bill is now on its way to the
Gov. office for signature.  There is less than .0001% chance that the Gov
would veto this bill!  So were on!!!  

We are going to be in Senator Derfler's office first thing tomorrow  (Monday)
to see when HB 3696 will be scheduled.  We will make sure that the -13
amendments are not adopted and the -15 are adopted.  At this point were are
85% sure the -13's won't be, we plan on shoring that up in the morning!

Pollution Control Tax Credits SB 764 is up today at 4:00 PM for a hearing, so
far it looks like we will be fine if the Gov.'s office agrees to the latest
deal.  Our biggest issue are the Trojan credits and Kristina McNitt covers
this issue for PGE, she is less known as a PGE lobbyist than I am.-So far we
have been successful in keeping the T-word (Trojan) out of the building this
session. We are working closely with the other parties on PCTC vote counts and
individual lobbying but when the deal is being cut if PGE shows up there is
the possibility that the T word could tube a deal or attract some anti T
followers-so we have been very careful and low key on this issue.  We are very
optimistic about getting what we need even if it is at the eleventh hour!!",1.0
